Vin, Vout, TC, Iin, Iout
+0.00000000E+00, -3.92000000E-05, +2.12170000E+01, +1.31000000E-06, +1.31000000E-06
+1.31000000E-04, +0.00000000E+00, +2.12100000E+01, +9.16000000E-06, +2.62000000E-06
+0.00000000E+00, +0.00000000E+00, +2.12120000E+01, -1.31000000E-06, +3.93000000E-06
+4.00348920E+01, +4.99058000E+00, +2.20270000E+01, +1.45290000E-04, -5.24000000E-06
+4.00368500E+01, +4.98115200E+00, +2.21170000E+01, +1.51840000E-04, +2.09400000E-05
+4.00365890E+01, +5.00696790E+00, +2.21660000E+01, +1.38750000E-04, +1.96300000E-05
+4.00107450E+01, +4.90529710E+00, +5.69430000E+01, +7.65512300E-02, +5.00862340E-01
+4.00117890E+01, +4.90927980E+00, +6.26670000E+01, +7.66232200E-02, +5.00853170E-01
+4.00097010E+01, +4.91169560E+00, +6.63810000E+01, +7.66572500E-02, +5.00855790E-01
+4.00106150E+01, +4.91365430E+00, +6.90040000E+01, +7.66926000E-02, +5.00853170E-01
+4.00125720E+01, +4.91515600E+00, +7.10280000E+01, +7.67187700E-02, +5.00850560E-01
+4.00110060E+01, +4.91631820E+00, +7.26480000E+01, +7.67357900E-02, +5.00837470E-01
+4.00123110E+01, +4.91715390E+00, +7.39630000E+01, +7.67619700E-02, +5.00841390E-01
+4.00125720E+01, +4.91805490E+00, +7.51110000E+01, +7.67672000E-02, +5.00846630E-01
+4.00120500E+01, +4.91879920E+00, +7.60520000E+01, +7.67789800E-02, +5.00836160E-01
+4.00127030E+01, +4.91942600E+00, +7.69020000E+01, +7.67960000E-02, +5.00844010E-01
+4.00124420E+01, +4.91994830E+00, +7.76380000E+01, +7.68025500E-02, +5.00838780E-01
+4.00127030E+01, +4.92034010E+00, +7.83110000E+01, +7.68064700E-02, +5.00834850E-01
+4.00128340E+01, +4.92087550E+00, +7.89120000E+01, +7.68143300E-02, +5.00832230E-01
+4.00137470E+01, +4.92125420E+00, +7.94380000E+01, +7.68248000E-02, +5.00847940E-01
+4.00130950E+01, +4.92151530E+00, +7.98940000E+01, +7.68339600E-02, +5.00841390E-01
+4.00132250E+01, +4.92201150E+00, +8.03310000E+01, +7.68326500E-02, +5.00824380E-01
+4.00141390E+01, +4.92202460E+00, +8.06650000E+01, +7.68300300E-02, +5.00828310E-01
+4.00130950E+01, +4.92219430E+00, +8.09730000E+01, +7.68431200E-02, +5.00844010E-01
+4.00141390E+01, +4.92249470E+00, +8.12640000E+01, +7.68509800E-02, +5.00837470E-01
+4.00144000E+01, +4.92250770E+00, +8.15290000E+01, +7.68457400E-02, +5.00845320E-01
+4.00141390E+01, +4.92276890E+00, +8.18020000E+01, +7.68588300E-02, +5.00846630E-01
+4.00154440E+01, +4.92334350E+00, +8.20590000E+01, +7.68509800E-02, +5.00836160E-01
+4.00132250E+01, +4.92350010E+00, +8.22790000E+01, +7.68653700E-02, +5.00841390E-01
+4.00150520E+01, +4.92356540E+00, +8.25150000E+01, +7.68653700E-02, +5.00842700E-01
+4.00147910E+01, +4.92357850E+00, +8.26910000E+01, +7.68666800E-02, +5.00844010E-01
+4.00146610E+01, +4.92369600E+00, +8.28610000E+01, +7.68679900E-02, +5.00830920E-01
+4.00146610E+01, +4.92372210E+00, +8.31000000E+01, +7.68679900E-02, +5.00849250E-01
+4.00157050E+01, +4.92397020E+00, +8.31790000E+01, +7.68706100E-02, +5.00841390E-01
+4.00153130E+01, +4.92385270E+00, +8.33580000E+01, +7.68784600E-02, +5.00847940E-01
+4.00159660E+01, +4.92412690E+00, +8.34300000E+01, +7.68693000E-02, +5.00842700E-01
+4.00167490E+01, +4.92408780E+00, +8.35950000E+01, +7.68706100E-02, +5.00840090E-01
+4.00155750E+01, +4.92420530E+00, +8.37140000E+01, +7.68797700E-02, +5.00842700E-01
+4.00153130E+01, +4.92425750E+00, +8.38750000E+01, +7.68706100E-02, +5.00836160E-01
+4.00163580E+01, +4.92444030E+00, +8.39900000E+01, +7.68784600E-02, +5.00854480E-01
+4.00145300E+01, +4.92445340E+00, +8.40220000E+01, +7.68784600E-02, +5.00840090E-01
+4.00171410E+01, +4.92476680E+00, +8.40670000E+01, +7.68863200E-02, +5.00850560E-01
+4.00162270E+01, +4.92449260E+00, +8.41180000E+01, +7.68745400E-02, +5.00853170E-01
+4.00164880E+01, +4.92454480E+00, +8.41270000E+01, +7.68837000E-02, +5.00840090E-01
+4.00176630E+01, +4.92461010E+00, +8.41550000E+01, +7.68771500E-02, +5.00851870E-01
+4.00176630E+01, +4.92464930E+00, +8.42530000E+01, +7.68719200E-02, +5.00842700E-01
+4.00163580E+01, +4.92477980E+00, +8.43980000E+01, +7.68850100E-02, +5.00832230E-01
+4.00168800E+01, +4.92485820E+00, +8.43220000E+01, +7.68823900E-02, +5.00841390E-01
+4.00175320E+01, +4.92471460E+00, +8.43880000E+01, +7.68863200E-02, +5.00840090E-01
+4.00168800E+01, +4.92450560E+00, +8.44290000E+01, +7.68784600E-02, +5.00849250E-01
+4.00176630E+01, +4.92474070E+00, +8.44570000E+01, +7.68863200E-02, +5.00853170E-01
+4.00179240E+01, +4.92484510E+00, +8.45110000E+01, +7.68837000E-02, +5.00842700E-01
+4.00174020E+01, +4.92474070E+00, +8.45360000E+01, +7.68758500E-02, +5.00850560E-01
+4.00176630E+01, +4.92467540E+00, +8.45450000E+01, +7.68797700E-02, +5.00845320E-01
+4.00164880E+01, +4.92485820E+00, +8.46100000E+01, +7.68745400E-02, +5.00847940E-01
+4.00167490E+01, +4.92496270E+00, +8.46060000E+01, +7.68889300E-02, +5.00842700E-01
+4.00172710E+01, +4.92496270E+00, +8.46370000E+01, +7.68889300E-02, +5.00855790E-01
+4.00171410E+01, +4.92509320E+00, +8.47130000E+01, +7.68823900E-02, +5.00844010E-01
+4.00168800E+01, +4.92513240E+00, +8.47160000E+01, +7.68928600E-02, +5.00830920E-01
+4.00176630E+01, +4.92514550E+00, +8.47470000E+01, +7.68784600E-02, +5.00841390E-01
+4.00167490E+01, +4.92527610E+00, +8.47630000E+01, +7.68863200E-02, +5.00842700E-01
+4.00181850E+01, +4.92514550E+00, +8.47690000E+01, +7.68745400E-02, +5.00836160E-01
+4.00167490E+01, +4.92487130E+00, +8.44550000E+01, +7.68784600E-02, +5.00837470E-01
+4.00175320E+01, +4.92484510E+00, +8.45170000E+01, +7.68810800E-02, +5.00834850E-01
+4.00190990E+01, +4.92491040E+00, +8.45710000E+01, +7.68902400E-02, +5.00854480E-01
+4.00176630E+01, +4.92494960E+00, +8.45230000E+01, +7.68823900E-02, +5.00845320E-01
+4.00170100E+01, +4.92496270E+00, +8.46150000E+01, +7.68928600E-02, +5.00857100E-01
+4.00159660E+01, +4.92497570E+00, +8.47730000E+01, +7.68889300E-02, +5.00841390E-01
+4.00168800E+01, +4.92491040E+00, +8.47670000E+01, +7.68876300E-02, +5.00832230E-01
+4.00172710E+01, +4.92521080E+00, +8.48230000E+01, +7.68850100E-02, +5.00854480E-01
+4.00160970E+01, +4.92531520E+00, +8.49240000E+01, +7.68967900E-02, +5.00845320E-01
+4.00166190E+01, +4.92524990E+00, +8.49600000E+01, +7.68902400E-02, +5.00840090E-01
+4.00171410E+01, +4.92501490E+00, +8.47230000E+01, +7.68693000E-02, +5.00849250E-01
+4.00159660E+01, +4.92534130E+00, +8.48490000E+01, +7.68837000E-02, +5.00846630E-01
+4.00164880E+01, +4.92524990E+00, +8.49210000E+01, +7.68954800E-02, +5.00849250E-01
+4.00149220E+01, +4.92531520E+00, +8.48930000E+01, +7.68837000E-02, +5.00837470E-01
+4.00163580E+01, +4.92514550E+00, +8.47770000E+01, +7.68679900E-02, +5.00853170E-01
+4.00172710E+01, +4.92535440E+00, +8.48550000E+01, +7.68837000E-02, +5.00849250E-01
+4.00149220E+01, +4.92522380E+00, +8.48800000E+01, +7.68863200E-02, +5.00857100E-01
+4.00174020E+01, +4.92524990E+00, +8.47920000E+01, +7.68850100E-02, +5.00851870E-01
+4.00167490E+01, +4.92506710E+00, +8.48300000E+01, +7.68797700E-02, +5.00859720E-01
+4.00159660E+01, +4.92524990E+00, +8.48870000E+01, +7.68797700E-02, +5.00846630E-01
+4.00167490E+01, +4.92506710E+00, +8.48360000E+01, +7.68784600E-02, +5.00851870E-01
+4.00174020E+01, +4.92522380E+00, +8.48460000E+01, +7.68693000E-02, +5.00855790E-01
+4.00150520E+01, +4.92504100E+00, +8.48400000E+01, +7.68915500E-02, +5.00846630E-01
+4.00172710E+01, +4.92530220E+00, +8.48950000E+01, +7.68758500E-02, +5.00849250E-01
+4.00166190E+01, +4.92536750E+00, +8.49240000E+01, +7.68758500E-02, +5.00846630E-01
+4.00163580E+01, +4.92530220E+00, +8.48610000E+01, +7.68666800E-02, +5.00850560E-01
+4.00171410E+01, +4.92522380E+00, +8.48420000E+01, +7.68693000E-02, +5.00840090E-01
+4.00158360E+01, +4.92511940E+00, +8.47980000E+01, +7.68810800E-02, +5.00859720E-01
+4.00154440E+01, +4.92522380E+00, +8.48200000E+01, +7.68837000E-02, +5.00842700E-01
+4.00158360E+01, +4.92522380E+00, +8.48980000E+01, +7.68850100E-02, +5.00858410E-01
+4.00150520E+01, +4.92526300E+00, +8.49760000E+01, +7.68863200E-02, +5.00846630E-01
+4.00159660E+01, +4.92527610E+00, +8.49510000E+01, +7.68850100E-02, +5.00861030E-01
+4.00141390E+01, +4.92536750E+00, +8.49410000E+01, +7.68771500E-02, +5.00861030E-01
+4.00159660E+01, +4.92534130E+00, +8.49230000E+01, +7.68850100E-02, +5.00853170E-01
+4.00171410E+01, +4.92510630E+00, +8.48820000E+01, +7.68679900E-02, +5.00840090E-01
+4.00163580E+01, +4.92501490E+00, +8.48750000E+01, +7.68640600E-02, +5.00854480E-01
+4.00154440E+01, +4.92522380E+00, +8.49410000E+01, +7.68653700E-02, +5.00861030E-01
+4.00168800E+01, +4.92524990E+00, +8.49260000E+01, +7.68850100E-02, +5.00857100E-01
+4.00157050E+01, +4.92532830E+00, +8.49250000E+01, +7.68850100E-02, +5.00845320E-01
+4.00164880E+01, +4.92501490E+00, +8.49600000E+01, +7.68719200E-02, +5.00861030E-01
+4.00172710E+01, +4.92528910E+00, +8.49820000E+01, +7.68719200E-02, +5.00858410E-01
+4.00163580E+01, +4.92524990E+00, +8.50290000E+01, +7.68758500E-02, +5.00857100E-01
+4.00168800E+01, +4.92531520E+00, +8.49820000E+01, +7.68640600E-02, +5.00868880E-01
+4.00155750E+01, +4.92531520E+00, +8.50320000E+01, +7.68837000E-02, +5.00845320E-01
+4.00167490E+01, +4.92543280E+00, +8.50450000E+01, +7.68850100E-02, +5.00840090E-01
+4.00171410E+01, +4.92531520E+00, +8.51140000E+01, +7.68758500E-02, +5.00855790E-01
+4.00151830E+01, +4.92540660E+00, +8.50730000E+01, +7.68902400E-02, +5.00845320E-01
+4.00170100E+01, +4.92521080E+00, +8.50420000E+01, +7.68771500E-02, +5.00854480E-01
+4.00166190E+01, +4.92535440E+00, +8.49950000E+01, +7.68758500E-02, +5.00847940E-01
+4.00160970E+01, +4.92511940E+00, +8.49470000E+01, +7.68797700E-02, +5.00847940E-01
+4.00170100E+01, +4.92526300E+00, +8.49060000E+01, +7.68758500E-02, +5.00833540E-01
+4.00163580E+01, +4.92528910E+00, +8.49210000E+01, +7.68810800E-02, +5.00850560E-01
+4.00175320E+01, +4.92528910E+00, +8.49430000E+01, +7.68719200E-02, +5.00849250E-01
+4.00171410E+01, +4.92510630E+00, +8.49840000E+01, +7.68771500E-02, +5.00849250E-01
+4.00175320E+01, +4.92536750E+00, +8.50020000E+01, +7.68810800E-02, +5.00849250E-01
+4.00181850E+01, +4.92519770E+00, +8.49580000E+01, +7.68719200E-02, +5.00847940E-01
+4.00187070E+01, +4.92528910E+00, +8.49800000E+01, +7.68745400E-02, +5.00853170E-01
+4.00174020E+01, +4.92523690E+00, +8.50520000E+01, +7.68732300E-02, +5.00842700E-01
+4.00176630E+01, +4.92524990E+00, +8.50490000E+01, +7.68679900E-02, +5.00850560E-01
+4.00176630E+01, +4.92527610E+00, +8.50900000E+01, +7.68679900E-02, +5.00833540E-01
+4.00175320E+01, +4.92527610E+00, +8.49330000E+01, +7.68679900E-02, +5.00828310E-01
+4.00175320E+01, +4.92511940E+00, +8.49740000E+01, +7.68719200E-02, +5.00838780E-01
+4.00176630E+01, +4.92508020E+00, +8.49450000E+01, +7.68745400E-02, +5.00854480E-01
+4.00175320E+01, +4.92505410E+00, +8.47820000E+01, +7.68535900E-02, +5.00832230E-01
+4.00180540E+01, +4.92513240E+00, +8.48430000E+01, +7.68653700E-02, +5.00827000E-01
+4.00166190E+01, +4.92522380E+00, +8.48320000E+01, +7.68588300E-02, +5.00817830E-01
+4.00175320E+01, +4.92510630E+00, +8.49430000E+01, +7.68771500E-02, +5.00806050E-01
+4.00157050E+01, +4.92519770E+00, +8.49390000E+01, +7.68666800E-02, +5.00804740E-01
+4.00171410E+01, +4.92515850E+00, +8.48890000E+01, +7.68693000E-02, +5.00808670E-01
+4.00175320E+01, +4.92536750E+00, +8.48580000E+01, +7.68562100E-02, +5.00806050E-01
+4.00168800E+01, +4.92538050E+00, +8.49190000E+01, +7.68601400E-02, +5.00807360E-01
+4.00181850E+01, +4.92538050E+00, +8.49350000E+01, +7.68706100E-02, +5.00811290E-01
+4.00190990E+01, +4.92501490E+00, +8.49910000E+01, +7.68614500E-02, +5.00811290E-01
+4.00171410E+01, +4.92534130E+00, +8.50800000E+01, +7.68666800E-02, +5.00803440E-01
+4.00177930E+01, +4.92531520E+00, +8.50990000E+01, +7.68666800E-02, +5.00809980E-01
+4.00172710E+01, +4.92519770E+00, +8.51760000E+01, +7.68758500E-02, +5.00804740E-01
+4.00174020E+01, +4.92544580E+00, +8.51260000E+01, +7.68771500E-02, +5.00821760E-01
+4.00180540E+01, +4.92545890E+00, +8.51960000E+01, +7.68706100E-02, +5.00828310E-01
+4.00172710E+01, +4.92543280E+00, +8.51560000E+01, +7.68706100E-02, +5.00809980E-01
+4.00190990E+01, +4.92552420E+00, +8.51260000E+01, +7.68706100E-02, +5.00809980E-01
+4.00192290E+01, +4.92541970E+00, +8.51260000E+01, +7.68758500E-02, +5.00833540E-01
+4.00193600E+01, +4.92534130E+00, +8.51360000E+01, +7.68732300E-02, +5.00830920E-01
+4.00184460E+01, +4.92530220E+00, +8.51800000E+01, +7.68758500E-02, +5.00833540E-01
+4.00190990E+01, +4.92526300E+00, +8.50790000E+01, +7.68706100E-02, +5.00824380E-01
+4.00188380E+01, +4.92540660E+00, +8.50190000E+01, +7.68601400E-02, +5.00840090E-01
+4.00189680E+01, +4.92527610E+00, +8.50100000E+01, +7.68640600E-02, +5.00830920E-01
+4.00180540E+01, +4.92515850E+00, +8.50160000E+01, +7.68614500E-02, +5.00837470E-01
+4.00190990E+01, +4.92535440E+00, +8.50320000E+01, +7.68719200E-02, +5.00823070E-01
+4.00194900E+01, +4.92514550E+00, +8.50410000E+01, +7.68693000E-02, +5.00845320E-01
+4.00174020E+01, +4.92532830E+00, +8.49780000E+01, +7.68693000E-02, +5.00833540E-01
+4.00183160E+01, +4.92521080E+00, +8.50070000E+01, +7.68706100E-02, +5.00846630E-01
+4.00175320E+01, +4.92517160E+00, +8.50530000E+01, +7.68666800E-02, +5.00845320E-01
+4.00180540E+01, +4.92508020E+00, +8.50370000E+01, +7.68771500E-02, +5.00841390E-01
+4.00188380E+01, +4.92524990E+00, +8.50590000E+01, +7.68758500E-02, +5.00832230E-01
+4.00185770E+01, +4.92526300E+00, +8.50020000E+01, +7.68732300E-02, +5.00841390E-01
+4.00184460E+01, +4.92534130E+00, +8.50830000E+01, +7.68653700E-02, +5.00833540E-01
+4.00188380E+01, +4.92531520E+00, +8.50550000E+01, +7.68562100E-02, +5.00842700E-01
+4.00189680E+01, +4.92532830E+00, +8.50080000E+01, +7.68771500E-02, +5.00850560E-01
+4.00197510E+01, +4.92531520E+00, +8.50990000E+01, +7.68758500E-02, +5.00844010E-01
+4.00180540E+01, +4.92515850E+00, +8.49200000E+01, +7.68614500E-02, +5.00846630E-01
+4.00184460E+01, +4.92531520E+00, +8.49390000E+01, +7.68758500E-02, +5.00832230E-01
+4.00197510E+01, +4.92506710E+00, +8.48570000E+01, +7.68666800E-02, +5.00845320E-01
+4.00198820E+01, +4.92522380E+00, +8.49860000E+01, +7.68627600E-02, +5.00840090E-01
+4.00200120E+01, +4.92527610E+00, +8.50610000E+01, +7.68666800E-02, +5.00858410E-01
+4.00197510E+01, +4.92518460E+00, +8.50980000E+01, +7.68771500E-02, +5.00842700E-01
+4.00190990E+01, +4.92504100E+00, +8.49960000E+01, +7.68588300E-02, +5.00830920E-01
+4.00196210E+01, +4.92518460E+00, +8.49450000E+01, +7.68627600E-02, +5.00827000E-01
+4.00184460E+01, +4.92518460E+00, +8.48750000E+01, +7.68522800E-02, +5.00834850E-01
+4.00197510E+01, +4.92498880E+00, +8.48310000E+01, +7.68535900E-02, +5.00840090E-01
+4.00192290E+01, +4.92494960E+00, +8.48030000E+01, +7.68588300E-02, +5.00838780E-01
+4.00176630E+01, +4.92502800E+00, +8.48530000E+01, +7.68666800E-02, +5.00840090E-01
+4.00200120E+01, +4.92497570E+00, +8.48770000E+01, +7.68575200E-02, +5.00832230E-01
+4.00188380E+01, +4.92501490E+00, +8.48910000E+01, +7.68601400E-02, +5.00844010E-01
+4.00197510E+01, +4.92513240E+00, +8.49520000E+01, +7.68575200E-02, +5.00832230E-01
+4.00202730E+01, +4.92498880E+00, +8.50280000E+01, +7.68588300E-02, +5.00846630E-01
+4.00197510E+01, +4.92501490E+00, +8.50440000E+01, +7.68601400E-02, +5.00841390E-01
+4.00201430E+01, +4.92513240E+00, +8.51130000E+01, +7.68522800E-02, +5.00828310E-01
+4.00205340E+01, +4.92518460E+00, +8.51410000E+01, +7.68640600E-02, +5.00850560E-01
+4.00193600E+01, +4.92523690E+00, +8.51610000E+01, +7.68640600E-02, +5.00846630E-01
+4.00194900E+01, +4.92513240E+00, +8.51330000E+01, +7.68627600E-02, +5.00838780E-01
+4.00189680E+01, +4.92521080E+00, +8.50940000E+01, +7.68666800E-02, +5.00840090E-01
+4.00196210E+01, +4.92526300E+00, +8.51790000E+01, +7.68679900E-02, +5.00837470E-01
+4.00193600E+01, +4.92509320E+00, +8.52290000E+01, +7.68627600E-02, +5.00838780E-01
+4.00188380E+01, +4.92501490E+00, +8.51350000E+01, +7.68679900E-02, +5.00829610E-01
+4.00202730E+01, +4.92510630E+00, +8.51160000E+01, +7.68601400E-02, +5.00825690E-01
+4.00185770E+01, +4.92496270E+00, +8.51820000E+01, +7.68706100E-02, +5.00838780E-01
+4.00200120E+01, +4.92524990E+00, +8.51500000E+01, +7.68771500E-02, +5.00828310E-01
+4.00201430E+01, +4.92521080E+00, +8.51090000E+01, +7.68640600E-02, +5.00834850E-01
+4.00197510E+01, +4.92535440E+00, +8.51500000E+01, +7.68719200E-02, +5.00847940E-01
+4.00204040E+01, +4.92509320E+00, +8.52750000E+01, +7.68745400E-02, +5.00832230E-01
+4.00184460E+01, +4.92518460E+00, +8.53150000E+01, +7.68640600E-02, +5.00844010E-01
+4.00201430E+01, +4.92511940E+00, +8.53220000E+01, +7.68706100E-02, +5.00834850E-01
+4.00210570E+01, +4.92539360E+00, +8.53920000E+01, +7.68719200E-02, +5.00834850E-01
+4.00202730E+01, +4.92547190E+00, +8.52590000E+01, +7.68719200E-02, +5.00833540E-01
+4.00205340E+01, +4.92534130E+00, +8.52680000E+01, +7.68745400E-02, +5.00845320E-01
+4.00209260E+01, +4.92511940E+00, +8.52990000E+01, +7.68706100E-02, +5.00833540E-01
+4.00204040E+01, +4.92523690E+00, +8.53650000E+01, +7.68666800E-02, +5.00838780E-01
+4.00213180E+01, +4.92535440E+00, +8.53840000E+01, +7.68640600E-02, +5.00837470E-01
+4.00210570E+01, +4.92515850E+00, +8.53430000E+01, +7.68640600E-02, +5.00849250E-01
+4.00213180E+01, +4.92531520E+00, +8.53280000E+01, +7.68666800E-02, +5.00838780E-01
+4.00190990E+01, +4.92534130E+00, +8.53150000E+01, +7.68640600E-02, +5.00842700E-01
+4.00206650E+01, +4.92540660E+00, +8.54350000E+01, +7.68732300E-02, +5.00840090E-01
+4.00210570E+01, +4.92524990E+00, +8.54570000E+01, +7.68666800E-02, +5.00842700E-01
+4.00196210E+01, +4.92549800E+00, +8.54060000E+01, +7.68758500E-02, +5.00840090E-01
+4.00213180E+01, +4.92501490E+00, +8.54090000E+01, +7.68653700E-02, +5.00849250E-01
+4.00217090E+01, +4.92555030E+00, +8.54250000E+01, +7.68745400E-02, +5.00849250E-01
+4.00207950E+01, +4.92560250E+00, +8.54800000E+01, +7.68771500E-02, +5.00833540E-01
+4.00205340E+01, +4.92511940E+00, +8.53230000E+01, +7.68693000E-02, +5.00844010E-01
+4.00202730E+01, +4.92531520E+00, +8.53350000E+01, +7.68732300E-02, +5.00825690E-01
+4.00211870E+01, +4.92534130E+00, +8.53430000E+01, +7.68745400E-02, +5.00850560E-01
+4.00207950E+01, +4.92535440E+00, +8.54480000E+01, +7.68693000E-02, +5.00838780E-01
+4.00198820E+01, +4.92555030E+00, +8.54730000E+01, +7.68706100E-02, +5.00847940E-01
+4.00207950E+01, +4.92543280E+00, +8.54580000E+01, +7.68627600E-02, +5.00838780E-01
+4.00198820E+01, +4.92540660E+00, +8.54730000E+01, +7.68758500E-02, +5.00846630E-01
+4.00202730E+01, +4.92523690E+00, +8.54640000E+01, +7.68706100E-02, +5.00846630E-01
+4.00213180E+01, +4.92532830E+00, +8.55140000E+01, +7.68666800E-02, +5.00844010E-01
+4.00200120E+01, +4.92522380E+00, +8.55400000E+01, +7.68666800E-02, +5.00862340E-01
+4.00210570E+01, +4.92538050E+00, +8.54770000E+01, +7.68693000E-02, +5.00845320E-01
+4.00214480E+01, +4.92544580E+00, +8.55840000E+01, +7.68745400E-02, +5.00837470E-01
+4.00205340E+01, +4.92532830E+00, +8.56060000E+01, +7.68693000E-02, +5.00850560E-01
+4.00215790E+01, +4.92540660E+00, +8.55600000E+01, +7.68732300E-02, +5.00854480E-01
+4.00206650E+01, +4.92541970E+00, +8.55130000E+01, +7.68719200E-02, +5.00854480E-01
+4.00221010E+01, +4.92530220E+00, +8.54730000E+01, +7.68640600E-02, +5.00844010E-01
+4.00231450E+01, +4.92515850E+00, +8.54480000E+01, +7.68549000E-02, +5.00849250E-01
+4.00219700E+01, +4.92527610E+00, +8.54410000E+01, +7.68679900E-02, +5.00842700E-01
+4.00230140E+01, +4.92540660E+00, +8.55080000E+01, +7.68575200E-02, +5.00846630E-01
+4.00219700E+01, +4.92521080E+00, +8.55200000E+01, +7.68719200E-02, +5.00850560E-01
+4.00224920E+01, +4.92519770E+00, +8.56080000E+01, +7.68588300E-02, +5.00844010E-01
+4.00217090E+01, +4.92547190E+00, +8.55750000E+01, +7.68653700E-02, +5.00846630E-01
+4.00215790E+01, +4.92547190E+00, +8.55500000E+01, +7.68653700E-02, +5.00840090E-01
+4.00222310E+01, +4.92540660E+00, +8.55000000E+01, +7.68706100E-02, +5.00842700E-01
+4.00209260E+01, +4.92531520E+00, +8.55560000E+01, +7.68575200E-02, +5.00851870E-01
+4.00218400E+01, +4.92509320E+00, +8.55060000E+01, +7.68719200E-02, +5.00853170E-01
+4.00226230E+01, +4.92517160E+00, +8.55470000E+01, +7.68679900E-02, +5.00850560E-01
+4.00215790E+01, +4.92552420E+00, +8.54770000E+01, +7.68640600E-02, +5.00846630E-01
+4.00221010E+01, +4.92522380E+00, +8.55490000E+01, +7.68719200E-02, +5.00842700E-01
+4.00211870E+01, +4.92527610E+00, +8.54710000E+01, +7.68719200E-02, +5.00851870E-01
